order_id,order_date,ship_date,ship_mode,customer_id,product_id,location_id,sales,quantity,discount,profit
US-2016-134908,2016-06-05,2016-06-09,Standard Class,JS-15940,OFF-LA-10000973,64,7.56,3,0.2,2.646
US-2016-148803,2016-12-11,2016-12-11,Same Day,LR-16915,OFF-ST-10001476,241,85.224,3,0.2,7.4571
CA-2016-152170,2016-11-12,2016-11-15,Second Class,FH-14275,OFF-EN-10002831,242,287.52,8,0.0,129.384
CA-2016-152170,2016-11-12,2016-11-15,Second Class,FH-14275,OFF-AP-10002350,242,37.68,2,0.0,10.5504
CA-2016-152170,2016-11-12,2016-11-15,Second Class,FH-14275,OFF-PA-10001763,242,19.98,2,0.0,8.991
CA-2016-152170,2016-11-12,2016-11-15,Second Class,FH-14275,OFF-AR-10003394,242,20.58,7,0.0,5.5566
CA-2016-152170,2016-11-12,2016-11-15,Second Class,FH-14275,OFF-BI-10002072,242,17.38,2,0.0,8.69
CA-2014-146969,2014-09-29,2014-10-03,Standard Class,AP-10915,FUR-FU-10004188,63,204.6,2,0.0,53.196
CA-2014-146969,2014-09-29,2014-10-03,Standard Class,AP-10915,OFF-FA-10001561,63,8.72,4,0.0,2.8776
CA-2014-146969,2014-09-29,2014-10-03,Standard Class,AP-10915,OFF-PA-10002105,63,6.48,1,0.0,3.1104
CA-2014-146969,2014-09-29,2014-10-03,Standard Class,AP-10915,TEC-MA-10004241,63,686.32,2,0.2,223.054
CA-2014-146969,2014-09-29,2014-10-03,Standard Class,AP-10915,OFF-ST-10004340,63,62.18,1,0.0,16.7886
CA-2015-112452,2015-04-04,2015-04-04,Same Day,NC-18340,OFF-AP-10003849,243,644.076,2,0.1,107.346
CA-2015-112452,2015-04-04,2015-04-04,Same Day,NC-18340,OFF-FA-10000735,243,5.84,2,0.0,2.628
CA-2015-112452,2015-04-04,2015-04-04,Same Day,NC-18340,OFF-BI-10003350,243,12.76,2,0.0,5.8696
CA-2015-112452,2015-04-04,2015-04-04,Same Day,NC-18340,TEC-PH-10000307,243,10.95,1,0.0,0.438
CA-2015-112452,2015-04-04,2015-04-04,Same Day,NC-18340,TEC-CO-10004202,243,599.98,2,0.0,209.993
CA-2015-113971,2015-05-08,2015-05-14,Standard Class,CB-12535,FUR-FU-10001852,244,8.352,6,0.2,1.2528
CA-2017-160395,2016-12-31,2017-01-06,Standard Class,KL-16555,OFF-AR-10003759,245,3.64,2,0.0,1.638
CA-2017-160395,2016-12-31,2017-01-06,Standard Class,KL-16555,OFF-BI-10003984,245,159.768,7,0.2,53.9217
CA-2014-136567,2014-12-20,2014-12-21,First Class,PS-19045,OFF-ST-10004337,246,122.48,2,0.0,0.0
CA-2014-136567,2014-12-20,2014-12-21,First Class,PS-19045,FUR-TA-10001932,246,2244.48,7,0.0,493.7856
CA-2014-136567,2014-12-20,2014-12-21,First Class,PS-19045,OFF-BI-10003982,246,62.31,3,0.0,29.2857
CA-2014-136567,2014-12-20,2014-12-21,First Class,PS-19045,FUR-TA-10000617,246,455.1,2,0.0,100.122
CA-2016-149314,2016-07-02,2016-07-07,Second Class,GB-14530,FUR-CH-10002126,26,195.184,1,0.2,19.5184
CA-2017-147039,2017-06-29,2017-07-04,Standard Class,AA-10315,OFF-AP-10000576,40,362.94,3,0.0,90.735
CA-2017-147039,2017-06-29,2017-07-04,Standard Class,AA-10315,OFF-BI-10004654,40,11.54,2,0.0,5.77
CA-2014-126522,2014-09-01,2014-09-05,Second Class,LT-16765,OFF-AR-10004042,247,53.94,3,0.0,15.6426
CA-2014-127964,2014-03-03,2014-03-08,Standard Class,AP-10720,TEC-PH-10004700,46,9.99,1,0.0,4.5954
CA-2014-127964,2014-03-03,2014-03-08,Standard Class,AP-10720,OFF-BI-10004593,46,125.76,3,0.2,40.872
CA-2014-127964,2014-03-03,2014-03-08,Standard Class,AP-10720,OFF-BI-10003429,46,25.32,5,0.2,9.1785
CA-2014-117709,2014-05-04,2014-05-08,Standard Class,PM-18940,OFF-BI-10001294,31,46.8,4,0.0,21.06
CA-2015-125416,2015-11-02,2015-11-02,Same Day,KC-16540,TEC-AC-10001552,61,447.93,9,0.0,49.2723
CA-2017-145226,2017-12-08,2017-12-10,Second Class,DL-13315,FUR-FU-10004952,46,109.48,2,0.0,33.9388
CA-2017-145226,2017-12-08,2017-12-10,Second Class,DL-13315,OFF-ST-10004123,46,272.94,3,0.0,0.0
CA-2017-145226,2017-12-08,2017-12-10,Second Class,DL-13315,OFF-PA-10003172,46,19.44,3,0.0,9.3312
CA-2017-145226,2017-12-08,2017-12-10,Second Class,DL-13315,OFF-ST-10002352,46,31.92,4,0.0,8.2992
US-2014-100279,2014-03-10,2014-03-14,Standard Class,SW-20275,OFF-PA-10002259,248,22.38,2,0.0,10.7424
CA-2014-158064,2014-04-21,2014-04-25,Standard Class,AA-10375,OFF-BI-10002976,142,16.52,5,0.2,5.5755
US-2015-104430,2015-10-22,2015-10-26,Standard Class,LT-17110,OFF-BI-10000301,51,5.176,4,0.8,-7.764
CA-2015-132080,2015-08-22,2015-08-25,First Class,DP-13105,OFF-BI-10003694,46,50.112,6,0.2,16.2864
CA-2016-161207,2016-08-29,2016-09-03,Standard Class,AB-10060,OFF-SU-10000381,209,27.93,3,0.0,8.0997
CA-2014-120243,2014-12-27,2014-12-30,Second Class,AT-10435,OFF-LA-10004425,26,11.56,4,0.0,5.4332
CA-2016-113621,2016-12-01,2016-12-05,Standard Class,JE-15745,FUR-CH-10001270,249,172.5,2,0.0,51.75
CA-2016-113621,2016-12-01,2016-12-05,Standard Class,JE-15745,TEC-PH-10003931,249,179.97,3,0.0,44.9925
CA-2016-168081,2016-04-24,2016-04-27,Second Class,CA-12055,TEC-AC-10003174,33,258.696,3,0.2,64.674
CA-2014-128146,2014-06-21,2014-06-25,Standard Class,DB-13060,TEC-PH-10004539,101,1322.93,7,0.0,357.1911
CA-2014-128146,2014-06-21,2014-06-25,Standard Class,DB-13060,OFF-AR-10001919,101,3.76,2,0.0,1.0904
CA-2017-138779,2017-01-14,2017-01-15,First Class,RB-19570,OFF-EN-10002504,223,21.744,1,0.2,7.3386
CA-2017-138779,2017-01-14,2017-01-15,First Class,RB-19570,TEC-PH-10003655,223,7.92,5,0.2,0.693
CA-2014-127131,2014-11-24,2014-11-30,Standard Class,HR-14830,OFF-BI-10004656,6,12.096,7,0.2,4.2336
CA-2014-127131,2014-11-24,2014-11-30,Standard Class,HR-14830,OFF-ST-10002344,6,485.88,6,0.0,9.7176
CA-2014-127131,2014-11-24,2014-11-30,Standard Class,HR-14830,OFF-PA-10001800,6,25.92,4,0.0,12.4416
CA-2014-127131,2014-11-24,2014-11-30,Standard Class,HR-14830,OFF-ST-10000036,6,197.58,2,0.0,53.3466
CA-2017-117212,2017-02-26,2017-02-28,Second Class,BT-11530,OFF-AP-10004532,2,81.92,4,0.0,22.1184
CA-2017-117212,2017-02-26,2017-02-28,Second Class,BT-11530,TEC-PH-10004447,2,889.536,8,0.2,66.7152
CA-2017-117212,2017-02-26,2017-02-28,Second Class,BT-11530,FUR-CH-10003973,2,892.224,3,0.2,89.2224
CA-2017-117212,2017-02-26,2017-02-28,Second Class,BT-11530,OFF-PA-10001970,2,223.92,4,0.0,109.7208
CA-2017-117212,2017-02-26,2017-02-28,Second Class,BT-11530,OFF-PA-10000682,2,23.12,4,0.0,11.3288
US-2015-130519,2015-09-15,2015-09-15,Same Day,NG-18355,OFF-PA-10001937,250,15.552,3,0.2,5.4432
US-2015-130519,2015-09-15,2015-09-15,Same Day,NG-18355,FUR-FU-10002268,250,15.712,4,0.2,2.5532
US-2015-130519,2015-09-15,2015-09-15,Same Day,NG-18355,OFF-ST-10001321,250,24.672,2,0.2,2.1588
US-2015-130519,2015-09-15,2015-09-15,Same Day,NG-18355,FUR-FU-10003394,250,55.968,1,0.2,-2.0988
CA-2016-130946,2016-04-08,2016-04-12,Standard Class,ZC-21910,TEC-AC-10001990,17,431.928,9,0.2,64.7892
CA-2016-130946,2016-04-08,2016-04-12,Standard Class,ZC-21910,FUR-CH-10004540,17,95.984,4,0.3,-4.1136
CA-2016-130946,2016-04-08,2016-04-12,Standard Class,ZC-21910,OFF-BI-10004995,17,1088.792,4,0.8,-1850.9464
CA-2016-114727,2016-07-18,2016-07-24,Standard Class,LS-16945,FUR-CH-10002335,77,544.008,3,0.2,40.8006
CA-2016-114727,2016-07-18,2016-07-24,Standard Class,LS-16945,OFF-BI-10004967,77,1.872,3,0.7,-1.4352
CA-2016-114727,2016-07-18,2016-07-24,Standard Class,LS-16945,FUR-CH-10002331,77,854.352,3,0.2,10.6794
CA-2016-114727,2016-07-18,2016-07-24,Standard Class,LS-16945,OFF-ST-10002292,77,593.568,2,0.2,0.0
CA-2016-114727,2016-07-18,2016-07-24,Standard Class,LS-16945,OFF-ST-10000689,77,338.04,3,0.2,-33.804
CA-2017-133235,2017-08-01,2017-08-04,First Class,LH-16750,TEC-PH-10002660,44,271.96,5,0.2,16.9975
CA-2016-137050,2016-07-14,2016-07-18,Second Class,SW-20755,OFF-ST-10004634,30,11.21,1,0.0,3.363
CA-2016-137050,2016-07-14,2016-07-18,Second Class,SW-20755,OFF-BI-10002160,30,9.144,3,0.2,3.2004
CA-2016-137050,2016-07-14,2016-07-18,Second Class,SW-20755,OFF-FA-10002988,30,14.07,7,0.0,6.8943
CA-2016-137050,2016-07-14,2016-07-18,Second Class,SW-20755,OFF-AR-10004999,30,41.86,7,0.0,10.465
CA-2016-137050,2016-07-14,2016-07-18,Second Class,SW-20755,OFF-BI-10001031,30,8.544,2,0.2,2.8836
CA-2016-137050,2016-07-14,2016-07-18,Second Class,SW-20755,FUR-BO-10004695,30,579.136,4,0.2,21.7176
US-2017-118087,2017-09-09,2017-09-13,Standard Class,SP-20620,FUR-CH-10004860,64,141.372,2,0.3,-48.4704
US-2017-118087,2017-09-09,2017-09-13,Standard Class,SP-20620,OFF-BI-10002432,64,3.036,2,0.7,-2.3276
US-2017-118087,2017-09-09,2017-09-13,Standard Class,SP-20620,OFF-BI-10000069,64,4.503,1,0.7,-3.6024
US-2017-118087,2017-09-09,2017-09-13,Standard Class,SP-20620,OFF-AR-10003602,64,4.672,1,0.2,1.5768
US-2017-118087,2017-09-09,2017-09-13,Standard Class,SP-20620,TEC-AC-10004469,64,95.88,3,0.2,28.764
US-2017-118087,2017-09-09,2017-09-13,Standard Class,SP-20620,FUR-FU-10001867,64,17.024,2,0.2,1.7024
US-2017-118087,2017-09-09,2017-09-13,Standard Class,SP-20620,TEC-AC-10003174,64,258.696,3,0.2,64.674
US-2017-118087,2017-09-09,2017-09-13,Standard Class,SP-20620,TEC-PH-10002200,64,1931.958,7,0.4,-386.3916
CA-2014-110184,2014-07-12,2014-07-16,Standard Class,BF-11170,OFF-ST-10000107,2,249.75,9,0.0,44.955
CA-2014-110184,2014-07-12,2014-07-16,Standard Class,BF-11170,TEC-PH-10000439,2,255.936,8,0.2,28.7928
CA-2016-126004,2016-12-04,2016-12-05,First Class,BM-11140,FUR-FU-10001602,24,113.79,3,0.0,20.4822
CA-2016-126004,2016-12-04,2016-12-05,First Class,BM-11140,TEC-AC-10001432,24,78.15,1,0.0,34.386
CA-2016-126004,2016-12-04,2016-12-05,First Class,BM-11140,OFF-BI-10004656,24,1.728,1,0.2,0.6048
CA-2016-126004,2016-12-04,2016-12-05,First Class,BM-11140,OFF-PA-10001685,24,40.56,4,0.0,19.8744
CA-2016-126004,2016-12-04,2016-12-05,First Class,BM-11140,OFF-ST-10001418,24,182.94,3,0.0,3.6588
CA-2016-126004,2016-12-04,2016-12-05,First Class,BM-11140,OFF-ST-10000676,24,193.86,2,0.0,11.6316
CA-2017-100013,2017-11-06,2017-11-11,Standard Class,ZC-21910,OFF-EN-10001219,63,15.28,2,0.0,7.4872
CA-2017-100013,2017-11-06,2017-11-11,Standard Class,ZC-21910,FUR-FU-10001424,63,8.73,1,0.0,2.9682
CA-2017-100013,2017-11-06,2017-11-11,Standard Class,ZC-21910,OFF-AR-10001022,63,5.68,2,0.0,1.7608
CA-2015-132570,2015-10-31,2015-11-02,Second Class,KT-16480,OFF-AR-10000369,251,2.78,2,0.0,0.7228
CA-2015-132570,2015-10-31,2015-11-02,Second Class,KT-16480,OFF-EN-10003055,251,79.96,2,0.0,35.982
CA-2016-153682,2016-05-30,2016-06-01,First Class,BG-11695,TEC-CO-10001046,94,839.988,2,0.4,69.999
CA-2016-144344,2016-10-28,2016-10-28,Same Day,PG-18820,FUR-FU-10000076,252,47.952,3,0.2,13.7862
CA-2016-144344,2016-10-28,2016-10-28,Same Day,PG-18820,OFF-BI-10003719,252,37.425,5,0.7,-29.94
CA-2016-144344,2016-10-28,2016-10-28,Same Day,PG-18820,FUR-FU-10003268,252,63.968,2,0.2,0.0
CA-2016-144344,2016-10-28,2016-10-28,Same Day,PG-18820,FUR-FU-10003553,252,165.048,3,0.2,41.262
CA-2014-127012,2014-08-11,2014-08-15,Standard Class,GM-14680,FUR-FU-10003691,60,12.35,1,0.0,5.434
CA-2014-127012,2014-08-11,2014-08-15,Standard Class,GM-14680,OFF-AR-10003903,60,40.97,1,0.0,10.6522
CA-2014-127012,2014-08-11,2014-08-15,Standard Class,GM-14680,OFF-FA-10004854,60,22.96,2,0.0,10.7912
CA-2016-128727,2016-08-29,2016-09-04,Standard Class,MO-17800,TEC-PH-10003442,24,22.0,4,0.0,5.5
US-2016-162859,2016-02-15,2016-02-22,Standard Class,PG-18820,OFF-BI-10004519,30,398.352,3,0.2,124.485
US-2016-162859,2016-02-15,2016-02-22,Standard Class,PG-18820,OFF-FA-10000304,30,8.72,4,0.0,3.5752
CA-2017-133641,2017-05-14,2017-05-21,Standard Class,EJ-14155,OFF-EN-10004955,253,48.69,9,0.0,23.8581
CA-2014-168494,2014-12-12,2014-12-14,Second Class,NP-18700,FUR-TA-10004619,254,764.688,6,0.2,95.586
CA-2014-168494,2014-12-12,2014-12-14,Second Class,NP-18700,FUR-TA-10003473,254,3610.848,12,0.2,135.4068
CA-2014-168494,2014-12-12,2014-12-14,Second Class,NP-18700,FUR-BO-10004467,254,254.9745,3,0.15,11.9988
CA-2017-115602,2017-12-18,2017-12-24,Standard Class,DJ-13630,OFF-AR-10002280,30,38.82,6,0.0,17.469
CA-2017-115602,2017-12-18,2017-12-24,Standard Class,DJ-13630,FUR-CH-10001708,30,1141.938,9,0.1,139.5702
CA-2017-115602,2017-12-18,2017-12-24,Standard Class,DJ-13630,OFF-AP-10000891,30,1704.56,13,0.0,511.368
CA-2017-115602,2017-12-18,2017-12-24,Standard Class,DJ-13630,OFF-AR-10000462,30,3.2,2,0.0,1.376
CA-2015-154956,2015-07-04,2015-07-09,Standard Class,IM-15070,TEC-PH-10004165,202,1099.96,4,0.0,285.9896
CA-2017-144638,2017-03-10,2017-03-14,Standard Class,MH-18115,OFF-AR-10003958,182,5.248,2,0.2,0.5904
CA-2017-144638,2017-03-10,2017-03-14,Standard Class,MH-18115,TEC-PH-10000149,182,35.91,3,0.4,-8.379
CA-2017-144638,2017-03-10,2017-03-14,Standard Class,MH-18115,FUR-FU-10003724,182,6.696,1,0.2,0.5022
CA-2017-144638,2017-03-10,2017-03-14,Standard Class,MH-18115,FUR-FU-10003535,182,43.872,2,0.2,11.5164
US-2016-168620,2016-12-24,2016-12-28,Second Class,RB-19795,OFF-BI-10001575,44,27.882,3,0.7,-20.4468
US-2016-168620,2016-12-24,2016-12-28,Second Class,RB-19795,OFF-ST-10003716,44,540.048,3,0.2,-47.2542
US-2016-168620,2016-12-24,2016-12-28,Second Class,RB-19795,TEC-AC-10004469,44,255.68,8,0.2,76.704
CA-2017-117079,2017-10-23,2017-10-27,Standard Class,JR-15700,TEC-PH-10004586,134,863.88,3,0.2,107.985
US-2016-144393,2016-10-28,2016-11-04,Standard Class,SM-20950,OFF-BI-10004236,255,17.616,4,0.7,-14.0928
CA-2017-105053,2017-07-07,2017-07-09,Second Class,CS-12355,OFF-BI-10001634,256,17.472,3,0.2,6.3336
CA-2016-155992,2016-10-01,2016-10-02,First Class,CC-12220,TEC-PH-10000215,242,69.9,2,0.0,18.873
CA-2016-155992,2016-10-01,2016-10-02,First Class,CC-12220,FUR-FU-10003724,242,41.85,5,0.0,10.881
CA-2017-110380,2017-09-02,2017-09-07,Standard Class,PF-19225,OFF-AR-10000422,35,6.57,3,0.0,1.7739
US-2014-167738,2014-12-24,2014-12-29,Standard Class,JC-16105,OFF-ST-10003306,63,142.86,1,0.0,41.4294
US-2014-167738,2014-12-24,2014-12-29,Standard Class,JC-16105,FUR-CH-10001146,63,292.272,6,0.2,18.267
CA-2017-121412,2017-09-23,2017-09-27,Standard Class,BG-11695,FUR-FU-10000246,128,29.328,3,0.2,3.666
CA-2017-100426,2017-06-04,2017-06-08,Standard Class,DC-12850,OFF-PA-10002870,257,12.48,2,0.0,5.616
US-2016-103646,2016-04-21,2016-04-26,Standard Class,SP-20545,OFF-ST-10000563,37,102.336,4,0.2,-12.792
US-2016-103646,2016-04-21,2016-04-26,Standard Class,SP-20545,OFF-AP-10004487,37,48.792,3,0.8,-126.8592
US-2016-103646,2016-04-21,2016-04-26,Standard Class,SP-20545,OFF-BI-10002854,37,44.848,8,0.8,-67.272
CA-2016-119186,2016-05-26,2016-05-26,Same Day,MS-17710,OFF-PA-10004621,7,10.368,2,0.2,3.6288
CA-2016-119186,2016-05-26,2016-05-26,Same Day,MS-17710,FUR-CH-10001973,7,388.43,5,0.3,-88.784
CA-2016-119186,2016-05-26,2016-05-26,Same Day,MS-17710,OFF-PA-10004040,7,14.352,3,0.2,5.2026
CA-2016-119186,2016-05-26,2016-05-26,Same Day,MS-17710,TEC-AC-10000580,7,63.992,1,0.2,-7.1991
CA-2016-148698,2016-05-02,2016-05-07,Standard Class,BD-11770,OFF-AR-10004022,33,86.352,3,0.2,5.397
CA-2014-163293,2014-09-08,2014-09-11,First Class,KC-16255,TEC-AC-10004209,258,32.97,3,0.0,12.8583
CA-2014-163293,2014-09-08,2014-09-11,First Class,KC-16255,TEC-AC-10000023,258,83.88,4,0.0,30.1968
CA-2016-160815,2016-09-05,2016-09-06,First Class,TR-21325,TEC-PH-10003505,259,278.4,3,0.0,80.736
CA-2017-122154,2017-04-09,2017-04-11,First Class,SA-20830,OFF-LA-10000121,134,15.12,3,0.2,4.914
CA-2017-122154,2017-04-09,2017-04-11,First Class,SA-20830,OFF-BI-10002026,134,17.43,1,0.7,-13.363
CA-2017-122154,2017-04-09,2017-04-11,First Class,SA-20830,OFF-PA-10000994,134,251.64,3,0.2,88.074
US-2015-149692,2015-12-06,2015-12-12,Standard Class,KW-16435,OFF-BI-10002813,111,2.772,7,0.8,-4.851
CA-2016-119445,2016-06-26,2016-07-03,Standard Class,GM-14500,OFF-ST-10000617,260,14.9,5,0.0,1.043
CA-2015-124268,2015-07-04,2015-07-08,Standard Class,AD-10180,OFF-AR-10004817,46,15.48,3,0.0,4.4892
CA-2016-154711,2016-11-22,2016-11-26,Standard Class,TB-21355,FUR-FU-10000397,30,39.88,2,0.0,11.1664
CA-2016-154711,2016-11-22,2016-11-26,Standard Class,TB-21355,OFF-BI-10000605,30,12.192,4,0.2,4.1148
CA-2016-154711,2016-11-22,2016-11-26,Standard Class,TB-21355,OFF-AR-10001860,30,20.82,3,0.0,7.4952
CA-2016-163384,2016-11-10,2016-11-12,First Class,CC-12430,OFF-BI-10004970,35,13.216,4,0.2,4.4604
CA-2016-163384,2016-11-10,2016-11-12,First Class,CC-12430,OFF-PA-10003172,35,32.4,5,0.0,15.552
CA-2015-101707,2015-08-27,2015-09-01,Standard Class,PF-19165,OFF-SU-10001218,189,32.94,3,0.0,9.2232
CA-2015-101707,2015-08-27,2015-09-01,Standard Class,PF-19165,OFF-PA-10002968,189,114.2,5,0.0,52.532
CA-2015-101707,2015-08-27,2015-09-01,Standard Class,PF-19165,OFF-LA-10000134,189,3.08,1,0.0,1.4784
CA-2015-138898,2015-05-25,2015-05-29,Standard Class,JH-16180,OFF-AP-10004487,261,845.728,13,0.2,84.5728
CA-2017-115427,2017-12-30,2018-01-03,Standard Class,EB-13975,OFF-BI-10002103,262,13.904,2,0.2,4.5188
CA-2017-115427,2017-12-30,2018-01-03,Standard Class,EB-13975,OFF-BI-10004632,262,20.72,2,0.2,6.475
CA-2016-134425,2016-12-08,2016-12-12,Second Class,QJ-19255,TEC-PH-10003555,42,114.95,5,0.0,2.299
CA-2015-121391,2015-10-04,2015-10-07,First Class,AA-10315,OFF-ST-10001590,10,26.96,2,0.0,7.0096
CA-2016-137043,2016-12-23,2016-12-25,Second Class,LC-17140,FUR-FU-10003664,29,572.76,6,0.0,166.1004
CA-2016-137043,2016-12-23,2016-12-25,Second Class,LC-17140,FUR-FU-10003664,29,286.38,3,0.0,83.0502
CA-2015-115847,2015-09-19,2015-09-24,Second Class,TC-21535,FUR-BO-10003433,102,61.96,2,0.0,4.3372
US-2017-126179,2017-07-03,2017-07-07,Standard Class,CS-12460,FUR-FU-10002554,113,23.99,1,0.0,5.5177
US-2017-126179,2017-07-03,2017-07-07,Standard Class,CS-12460,TEC-PH-10001557,113,287.97,3,0.0,77.7519
CA-2016-101966,2016-07-14,2016-07-16,Second Class,BM-11785,TEC-PH-10003437,67,419.944,7,0.2,52.493
CA-2016-141397,2016-06-20,2016-06-21,First Class,RC-19825,OFF-PA-10002986,55,46.76,7,0.0,22.4448
CA-2016-141397,2016-06-20,2016-06-21,First Class,RC-19825,OFF-BI-10000320,55,17.712,3,0.2,6.4206
CA-2016-141397,2016-06-20,2016-06-21,First Class,RC-19825,OFF-AP-10003971,55,21.78,2,0.0,5.6628
CA-2016-141397,2016-06-20,2016-06-21,First Class,RC-19825,OFF-ST-10001469,55,161.94,3,0.0,9.7164
CA-2016-141397,2016-06-20,2016-06-21,First Class,RC-19825,FUR-CH-10003846,55,161.568,2,0.2,-8.0784
CA-2016-141082,2016-12-09,2016-12-13,Standard Class,FM-14380,OFF-LA-10001404,129,3.69,1,0.0,1.7343
CA-2016-141082,2016-12-09,2016-12-13,Standard Class,FM-14380,OFF-LA-10001474,129,122.12,4,0.0,56.1752
US-2016-134488,2016-09-24,2016-10-01,Standard Class,PK-19075,FUR-CH-10003199,48,155.372,2,0.3,-13.3176
CA-2016-145919,2016-12-18,2016-12-23,Standard Class,HG-14965,OFF-PA-10003072,4,38.88,6,0.0,18.6624
CA-2016-145919,2016-12-18,2016-12-23,Standard Class,HG-14965,FUR-FU-10004960,4,183.84,8,0.0,62.5056
CA-2016-145919,2016-12-18,2016-12-23,Standard Class,HG-14965,OFF-SU-10003505,4,579.3,5,0.0,28.965
CA-2017-157651,2017-12-10,2017-12-14,Standard Class,HA-14920,TEC-AC-10003116,75,14.2,1,0.2,3.3725
CA-2014-160773,2014-07-01,2014-07-05,Standard Class,LW-16825,TEC-PH-10004586,263,575.92,2,0.2,71.99
CA-2014-160773,2014-07-01,2014-07-05,Standard Class,LW-16825,OFF-BI-10000546,263,5.184,6,0.7,-3.6288
CA-2017-167703,2017-02-03,2017-02-08,Standard Class,MC-17575,OFF-BI-10002071,94,5.229,3,0.7,-4.1832
CA-2017-167703,2017-02-03,2017-02-08,Standard Class,MC-17575,OFF-ST-10001490,94,285.552,2,0.2,35.694
CA-2017-121804,2017-03-03,2017-03-08,Standard Class,LP-17095,OFF-AP-10004859,264,72.8,5,0.0,19.656
CA-2017-162635,2017-10-09,2017-10-10,First Class,EB-14170,OFF-PA-10002659,125,10.816,4,0.2,3.5152
CA-2014-107153,2014-09-28,2014-10-03,Standard Class,GZ-14545,OFF-ST-10001321,129,46.26,3,0.0,12.4902
US-2014-117058,2014-05-27,2014-05-30,First Class,LE-16810,OFF-BI-10004139,156,17.46,6,0.8,-30.555
CA-2015-120439,2015-06-14,2015-06-18,Standard Class,AD-10180,FUR-FU-10001867,75,51.072,6,0.2,5.1072
CA-2016-128258,2016-03-30,2016-04-01,First Class,CP-12085,OFF-PA-10004156,212,11.34,1,0.0,5.5566
CA-2017-106033,2017-10-15,2017-10-18,Second Class,FG-14260,OFF-AR-10002818,95,87.92,4,0.0,26.376
CA-2016-142762,2016-05-23,2016-05-27,Standard Class,LD-17005,FUR-FU-10003691,10,37.05,3,0.0,16.302
CA-2017-127705,2017-06-02,2017-06-06,Standard Class,AB-10255,TEC-PH-10000347,204,2.97,1,0.4,-0.6435
CA-2017-127705,2017-06-02,2017-06-06,Standard Class,AB-10255,OFF-ST-10004507,204,27.44,2,0.2,2.401
CA-2014-122567,2014-02-16,2014-02-21,Standard Class,MN-17935,OFF-BI-10002012,78,1.08,3,0.8,-1.728
CA-2014-122567,2014-02-16,2014-02-21,Standard Class,MN-17935,OFF-AP-10001303,78,7.96,2,0.8,-13.93
CA-2014-121664,2014-05-06,2014-05-10,Standard Class,HP-14815,OFF-BI-10003684,14,140.736,8,0.2,52.776
CA-2016-122133,2016-05-16,2016-05-23,Standard Class,JR-15670,OFF-ST-10002574,265,552.56,4,0.0,0.0
US-2017-123281,2017-04-02,2017-04-07,Standard Class,JF-15190,FUR-FU-10003724,142,25.11,3,0.0,6.5286
CA-2017-100524,2017-03-31,2017-04-02,Second Class,CM-12115,FUR-FU-10004018,165,29.78,2,0.0,8.0406
CA-2017-100524,2017-03-31,2017-04-02,Second Class,CM-12115,TEC-PH-10002549,165,677.58,3,0.0,176.1708
CA-2017-100524,2017-03-31,2017-04-02,Second Class,CM-12115,OFF-PA-10004911,165,75.04,8,0.0,36.0192
CA-2017-113481,2017-01-02,2017-01-04,First Class,AS-10045,TEC-MA-10002178,223,695.7,2,0.5,-27.828
CA-2017-113481,2017-01-02,2017-01-04,First Class,AS-10045,OFF-BI-10003694,223,15.66,5,0.7,-12.528
CA-2017-113481,2017-01-02,2017-01-04,First Class,AS-10045,OFF-BI-10000474,223,28.854,6,0.7,-21.1596
CA-2015-131758,2015-05-28,2015-06-01,Standard Class,KB-16315,OFF-AR-10000411,266,47.82,3,0.0,14.346
CA-2015-131758,2015-05-28,2015-06-01,Standard Class,KB-16315,OFF-LA-10000262,266,13.05,5,0.0,6.003
CA-2014-118339,2014-03-17,2014-03-24,Standard Class,BN-11515,OFF-AP-10001154,88,93.78,2,0.0,36.5742
CA-2014-118339,2014-03-17,2014-03-24,Standard Class,BN-11515,OFF-PA-10000466,88,47.18,7,0.0,23.59
CA-2014-118339,2014-03-17,2014-03-24,Standard Class,BN-11515,OFF-AR-10003829,88,19.68,6,0.0,5.7072
CA-2014-118339,2014-03-17,2014-03-24,Standard Class,BN-11515,OFF-BI-10001758,88,53.4,10,0.0,25.098
CA-2014-118339,2014-03-17,2014-03-24,Standard Class,BN-11515,OFF-BI-10000136,88,35.88,6,0.0,17.2224
CA-2014-153976,2014-10-03,2014-10-08,Second Class,BP-11290,FUR-CH-10002880,190,258.279,3,0.3,-70.1043
CA-2016-162901,2016-03-28,2016-03-31,First Class,AS-10045,OFF-ST-10000649,102,31.4,2,0.0,7.85
CA-2017-162978,2017-05-04,2017-05-09,Standard Class,LW-16990,TEC-PH-10003092,10,183.96,5,0.2,20.6955
CA-2017-162978,2017-05-04,2017-05-09,Standard Class,LW-16990,OFF-PA-10002250,10,17.61,3,0.0,8.4528
CA-2017-162978,2017-05-04,2017-05-09,Standard Class,LW-16990,FUR-TA-10003473,10,300.904,1,0.2,11.2839
US-2014-160444,2014-07-05,2014-07-05,Same Day,DC-12850,OFF-ST-10001522,67,220.776,3,0.2,-44.1552
US-2014-160444,2014-07-05,2014-07-05,Same Day,DC-12850,OFF-ST-10000563,67,281.424,11,0.2,-35.178
CA-2016-145247,2016-05-05,2016-05-07,First Class,ND-18370,OFF-PA-10003641,176,79.14,3,0.0,36.4044
